,vol_req,seed,dU11,dU12,dU21,dU22
3888,0.4,40.0,-0.0181,0.0927,0.0927,0.01
3889,0.4,40.0,0.3067,-0.0045,-0.0045,0.3408
3890,0.4,40.0,0.2531,0.1525,0.1525,0.6141
3891,0.4,40.0,0.1198,-0.2561,-0.2561,0.3448
3892,0.4,40.0,-0.1643,-0.0358,-0.0358,0.0029
3893,0.4,40.0,0.6723,-0.0577,-0.0577,0.5766
3894,0.4,40.0,0.2009,0.2764,0.2764,0.051
3895,0.4,40.0,0.4029,-0.0169,-0.0169,0.1934
3896,0.4,40.0,0.1509,0.0091,0.0091,0.15
3897,0.4,40.0,0.5809,-0.0237,-0.0237,0.4434
3898,0.4,40.0,0.5129,0.2012,0.2012,0.0094
3899,0.4,40.0,0.1527,-0.1905,-0.1905,-0.0911
3900,0.4,40.0,-0.2356,0.0447,0.0447,-0.0986
3901,0.4,40.0,0.6508,0.098,0.098,0.4912
3902,0.4,40.0,0.1689,0.125,0.125,0.2525
3903,0.4,40.0,0.0589,-0.0103,-0.0103,0.6468
3904,0.4,40.0,0.1307,-0.0636,-0.0636,0.1049
3905,0.4,40.0,0.3336,-0.0156,-0.0156,0.6215
3906,0.4,40.0,0.0157,0.1562,0.1562,0.6514
3907,0.4,40.0,-0.0308,-0.1398,-0.1398,0.2332
3908,0.4,40.0,-0.192,0.0064,0.0064,-0.2058
3909,0.4,40.0,0.5131,0.0504,0.0504,0.5615
3910,0.4,40.0,0.3041,0.1632,0.1632,0.2657
3911,0.4,40.0,0.679,-0.054,-0.054,0.1711
3912,0.4,40.0,0.1148,0.1294,0.1294,0.0093
3913,0.4,40.0,0.3655,0.0023,0.0023,0.4181
3914,0.4,40.0,0.5327,0.0841,0.0841,0.2431
3915,0.4,40.0,0.3919,-0.2854,-0.2854,-0.0148
3916,0.4,40.0,0.0244,-0.0265,-0.0265,-0.0486
3917,0.4,40.0,0.6792,-0.0267,-0.0267,0.7109
3918,0.4,40.0,0.0627,0.2197,0.2197,0.0971
3919,0.4,40.0,0.0923,-0.0642,-0.0642,0.4157
3920,0.4,40.0,-0.1707,0.017,0.017,0.1236
3921,0.4,40.0,0.3247,-0.0579,-0.0579,0.3506
3922,0.4,40.0,0.1056,0.2342,0.2342,0.5307
3923,0.4,40.0,0.0151,-0.1554,-0.1554,0.6595
3924,0.4,40.0,-0.0467,-0.1455,-0.1455,0.0992
3925,0.4,40.0,0.5097,0.005,0.005,0.5203
3926,0.4,40.0,0.3722,0.0495,0.0495,-0.104
3927,0.4,40.0,0.2825,-0.057,-0.057,0.2711
3928,0.4,40.0,0.1318,0.0018,0.0018,0.0892
3929,0.4,40.0,0.5962,-0.0836,-0.0836,0.5313
3930,0.4,40.0,0.4379,0.342,0.342,-0.0671
3931,0.4,40.0,0.4031,-0.1725,-0.1725,-0.184
3932,0.4,40.0,-0.0672,-0.0264,-0.0264,-0.0972
3933,0.4,40.0,0.6888,0.1368,0.1368,0.3063
3934,0.4,40.0,0.1595,0.0411,0.0411,0.3619
3935,0.4,40.0,0.2798,-0.2824,-0.2824,0.3352
3936,0.4,40.0,0.0047,0.003,0.003,-0.0051
3937,0.4,40.0,0.3199,0.0155,0.0155,0.343
3938,0.4,40.0,0.5404,0.2726,0.2726,0.3617
3939,0.4,40.0,0.6077,-0.006,-0.006,-0.1081
3940,0.4,40.0,-0.0667,-0.169,-0.169,-0.0672
3941,0.4,40.0,0.6078,-0.0095,-0.0095,0.6686
3942,0.4,40.0,-0.1224,0.2092,0.2092,0.4215
3943,0.4,40.0,0.2326,-0.1474,-0.1474,0.4187
3944,0.4,40.0,0.2375,0.0022,0.0022,0.2467
3945,0.4,40.0,0.4299,-0.054,-0.054,0.5277
3946,0.4,40.0,0.1297,0.2897,0.2897,0.2908
3947,0.4,40.0,-0.1428,-0.0439,-0.0439,0.3448
3948,0.4,40.0,-0.0671,0.0708,0.0708,-0.0949
3949,0.4,40.0,0.4162,0.033,0.033,0.6402
3950,0.4,40.0,0.226,0.0664,0.0664,0.0746
3951,0.4,40.0,0.5485,-0.2934,-0.2934,0.2864
3952,0.4,40.0,0.0634,0.0221,0.0221,0.0293
3953,0.4,40.0,0.6771,-0.1082,-0.1082,0.3261
3954,0.4,40.0,0.6817,0.0052,0.0052,-0.1844
3955,0.4,40.0,0.2327,-0.2001,-0.2001,0.1091
3956,0.4,40.0,-0.1231,-0.0088,-0.0088,-0.1786
3957,0.4,40.0,0.4293,0.1095,0.1095,0.4247
3958,0.4,40.0,0.2583,0.0933,0.0933,0.371
3959,0.4,40.0,0.2383,-0.0948,-0.0948,0.4885
3960,0.4,40.0,-0.156,0.1515,0.1515,0.1073
3961,0.4,40.0,0.4594,-0.002,-0.002,0.4682
3962,0.4,40.0,0.0748,0.0457,0.0457,0.5608
3963,0.4,40.0,0.0871,-0.4107,-0.4107,0.3329
3964,0.4,40.0,-0.0593,-0.0273,-0.0273,0.1291
3965,0.4,40.0,0.6343,0.0689,0.0689,0.6589
3966,0.4,40.0,0.2181,0.1625,0.1625,0.0662
3967,0.4,40.0,0.251,-0.0789,-0.0789,0.0728
3968,0.4,40.0,0.0457,0.0002,0.0002,0.0437
3969,0.4,40.0,0.5509,-0.201,-0.201,0.503
3970,0.4,40.0,0.4731,0.3785,0.3785,0.1111
3971,0.4,40.0,0.3663,-0.1699,-0.1699,-0.0016
3972,0.4,40.0,-0.0887,-0.054,-0.054,-0.1904
3973,0.4,40.0,0.5597,0.0438,0.0438,0.3806
3974,0.4,40.0,0.232,0.0123,0.0123,0.4554
3975,0.4,40.0,0.3205,-0.1803,-0.1803,0.3944
3976,0.4,40.0,-0.1962,0.0778,0.0778,0.1944
3977,0.4,40.0,0.4467,-0.0217,-0.0217,0.4502
3978,0.4,40.0,0.2174,0.1791,0.1791,0.4294
3979,0.4,40.0,-0.1032,-0.2515,-0.2515,0.5906
3980,0.4,40.0,0.0109,-0.0863,-0.0863,0.1336
3981,0.4,40.0,0.6147,0.0193,0.0193,0.6814
3982,0.4,40.0,0.2919,0.0139,0.0139,-0.0231
3983,0.4,40.0,0.2173,-0.098,-0.098,0.1371
3984,0.4,40.0,0.0307,0.0777,0.0777,0.0153
3985,0.4,40.0,0.2519,0.0004,0.0004,0.2557
3986,0.4,40.0,0.575,0.1694,0.1694,0.2138
3987,0.4,40.0,0.4157,-0.2636,-0.2636,0.1507
3988,0.4,40.0,0.0728,-0.0496,-0.0496,-0.1325
3989,0.4,40.0,0.5347,-0.047,-0.047,0.6203
3990,0.4,40.0,0.0094,0.314,0.314,0.1493
3991,0.4,40.0,0.243,-0.0112,-0.0112,0.4385
3992,0.4,40.0,0.1803,-0.0218,-0.0218,0.176
3993,0.4,40.0,0.498,-0.0024,-0.0024,0.51
3994,0.4,40.0,-0.0309,0.2041,0.2041,0.5378
3995,0.4,40.0,-0.0928,-0.2513,-0.2513,0.1932
3996,0.4,40.0,-0.109,0.0136,0.0136,-0.1552
3997,0.4,40.0,0.4701,0.1364,0.1364,0.6723
3998,0.4,40.0,0.2391,0.1556,0.1556,0.119
3999,0.4,40.0,0.6969,-0.0282,-0.0282,0.0018
4000,0.4,40.0,-0.1023,0.0722,0.0722,-0.0113
4001,0.4,40.0,0.3789,-0.012,-0.012,0.4102
4002,0.4,40.0,0.0774,0.0994,0.0994,0.7146
4003,0.4,40.0,0.3133,-0.4297,-0.4297,0.3154
4004,0.4,40.0,-0.2279,-0.0042,-0.0042,0.2498
4005,0.4,40.0,0.5758,0.0271,0.0271,0.5937
4006,0.4,40.0,0.3586,0.2203,0.2203,0.0307
4007,0.4,40.0,0.3355,-0.0585,-0.0585,0.1434
4008,0.4,40.0,0.1871,0.0574,0.0574,0.136
4009,0.4,40.0,0.6252,-0.0912,-0.0912,0.4164
4010,0.4,40.0,0.5045,0.1019,0.1019,-0.1836
4011,0.4,40.0,0.2345,-0.3071,-0.3071,0.113
4012,0.4,40.0,-0.0111,-0.0006,-0.0006,-0.0174
4013,0.4,40.0,0.514,0.1625,0.1625,0.423
4014,0.4,40.0,0.1801,0.0416,0.0416,0.255
4015,0.4,40.0,0.1417,-0.1002,-0.1002,0.5747
4016,0.4,40.0,0.1254,-0.0143,-0.0143,0.0878
4017,0.4,40.0,0.3663,-0.1122,-0.1122,0.5024
4018,0.4,40.0,0.3016,0.3507,0.3507,0.3151
4019,0.4,40.0,-0.0544,-0.05,-0.05,0.2607
4020,0.4,40.0,-0.1827,0.0347,0.0347,-0.204
4021,0.4,40.0,0.4558,0.0005,0.0005,0.5603
4022,0.4,40.0,0.3892,0.0915,0.0915,0.0936
4023,0.4,40.0,0.5452,-0.1697,-0.1697,0.2821
4024,0.4,40.0,0.1332,0.0928,0.0928,-0.076
4025,0.4,40.0,0.3586,0.0595,0.0595,0.4143
4026,0.4,40.0,0.4358,0.182,0.182,0.3712
4027,0.4,40.0,0.511,-0.0996,-0.0996,-0.1804
4028,0.4,40.0,-0.011,-0.0561,-0.0561,-0.0445
4029,0.4,40.0,0.6928,-0.0018,-0.0018,0.7126
4030,0.4,40.0,-0.1508,0.1047,0.1047,0.3069
4031,0.4,40.0,0.1072,-0.1255,-0.1255,0.3258
4032,0.4,40.0,-0.0794,0.0347,0.0347,0.047
4033,0.4,40.0,0.3413,-0.0033,-0.0033,0.3457
4034,0.4,40.0,0.3883,0.2168,0.2168,0.5526
4035,0.4,40.0,-0.0798,-0.0196,-0.0196,0.5483
4036,0.4,40.0,-0.0813,-0.1254,-0.1254,-0.068
4037,0.4,40.0,0.7319,-0.0274,-0.0274,0.5835
4038,0.4,40.0,0.3898,0.1684,0.1684,-0.098
4039,0.4,40.0,0.3467,-0.1079,-0.1079,0.2257
4040,0.4,40.0,0.1881,0.0043,0.0043,0.1718
4041,0.4,40.0,0.5737,-0.0685,-0.0685,0.4379
4042,0.4,40.0,0.3388,0.2706,0.2706,0.2148
4043,0.4,40.0,0.304,-0.0313,-0.0313,-0.1648
4044,0.4,40.0,-0.1299,0.0673,0.0673,-0.1107
4045,0.4,40.0,0.6627,0.02,0.02,0.4956
4046,0.4,40.0,0.1364,0.0701,0.0701,0.2805
4047,0.4,40.0,0.2488,-0.2548,-0.2548,0.5088
4048,0.4,40.0,0.0839,0.0135,0.0135,0.1029
4049,0.4,40.0,0.2907,-0.0888,-0.0888,0.6107
4050,0.4,40.0,-0.2185,0.0245,0.0245,0.6307
4051,0.4,40.0,0.1346,-0.2302,-0.2302,0.3002
4052,0.4,40.0,-0.1264,-0.0172,-0.0172,-0.0353
4053,0.4,40.0,0.3908,0.1249,0.1249,0.4091
4054,0.4,40.0,0.3224,0.1095,0.1095,0.2051
4055,0.4,40.0,0.5418,-0.0946,-0.0946,0.2632
4056,0.4,40.0,0.0841,0.1139,0.1139,-0.133
4057,0.4,40.0,0.384,0.023,0.023,0.4736
4058,0.4,40.0,0.6201,0.0421,0.0421,0.0226
4059,0.4,40.0,0.3542,-0.4498,-0.4498,0.129
4060,0.4,40.0,0.2032,-0.0374,-0.0374,-0.1169
4061,0.4,40.0,0.6315,0.1004,0.1004,0.6063
4062,0.4,40.0,0.0091,0.2139,0.2139,0.2366
4063,0.4,40.0,0.0648,-0.1029,-0.1029,0.2742
4064,0.4,40.0,0.0919,-0.1044,-0.1044,0.1445
4065,0.4,40.0,0.5313,-0.0139,-0.0139,0.3528
4066,0.4,40.0,0.7128,0.1633,0.1633,-0.0377
4067,0.4,40.0,0.2809,-0.1728,-0.1728,-0.0163
4068,0.4,40.0,-0.1472,-0.0367,-0.0367,-0.2353
4069,0.4,40.0,0.5438,0.0808,0.0808,0.4764
4070,0.4,40.0,0.2267,0.2234,0.2234,0.3031
4071,0.4,40.0,0.1562,-0.0744,-0.0744,0.7104
4072,0.4,40.0,0.0658,0.1206,0.1206,0.1514
4073,0.4,40.0,0.3912,0.002,0.002,0.2915
4074,0.4,40.0,0.2109,0.0863,0.0863,0.4787
4075,0.4,40.0,-0.0023,-0.3031,-0.3031,0.4734
4076,0.4,40.0,0.0084,-0.0404,-0.0404,0.1082
4077,0.4,40.0,0.6764,-0.0131,-0.0131,0.6589
4078,0.4,40.0,0.0354,0.2361,0.2361,0.0233
4079,0.4,40.0,0.4688,-0.0594,-0.0594,0.1167
4080,0.4,40.0,0.0635,0.0244,0.0244,-0.2358
4081,0.4,40.0,0.3868,-0.0794,-0.0794,0.3435
4082,0.4,40.0,0.5706,0.2256,0.2256,0.1978
4083,0.4,40.0,0.6246,-0.1356,-0.1356,-0.0118
4084,0.4,40.0,0.0544,-0.1525,-0.1525,-0.0791
4085,0.4,40.0,0.547,-0.0155,-0.0155,0.5837
4086,0.4,40.0,-0.0427,0.062,0.062,0.4283
4087,0.4,40.0,0.2342,-0.0222,-0.0222,0.241
4088,0.4,40.0,0.007,0.0032,0.0032,0.1831
4089,0.4,40.0,0.5393,-0.1075,-0.1075,0.6114
4090,0.4,40.0,-0.0284,0.2875,0.2875,0.4389
4091,0.4,40.0,-0.1558,-0.1624,-0.1624,0.3429
4092,0.4,40.0,-0.0836,0.0106,0.0106,-0.097
4093,0.4,40.0,0.3701,0.1175,0.1175,0.6647
4094,0.4,40.0,0.3153,0.0202,0.0202,0.1982
4095,0.4,40.0,0.2791,-0.2324,-0.2324,0.2579
4096,0.5,50.0,-0.1152,0.0291,0.0291,0.065
4097,0.5,50.0,0.4244,-0.0151,-0.0151,0.655
4098,0.5,50.0,0.2908,0.2775,0.2775,0.4967
4099,0.5,50.0,0.035,-0.2814,-0.2814,0.1403
4100,0.5,50.0,-0.0948,-0.0711,-0.0711,0.1123
4101,0.5,50.0,0.4044,0.0477,0.0477,0.6133
4102,0.5,50.0,0.1811,0.1641,0.1641,-0.0657
4103,0.5,50.0,0.5136,-0.1619,-0.1619,0.3435
4104,0.5,50.0,0.1091,0.036,0.036,0.064
4105,0.5,50.0,0.3134,0.0208,0.0208,0.3534
4106,0.5,50.0,0.4686,0.13,0.13,-0.0179
4107,0.5,50.0,0.6171,-0.2406,-0.2406,0.0847
4108,0.5,50.0,-0.1982,0.0201,0.0201,-0.1953
4109,0.5,50.0,0.6387,0.0615,0.0615,0.6046
4110,0.5,50.0,0.1881,0.0008,0.0008,0.4514
4111,0.5,50.0,0.0614,-0.0486,-0.0486,0.4575
4112,0.5,50.0,0.191,-0.0803,-0.0803,0.0608
4113,0.5,50.0,0.4745,-0.0063,-0.0063,0.4806
4114,0.5,50.0,-0.1553,0.258,0.258,0.5592
4115,0.5,50.0,-0.1243,-0.132,-0.132,0.4898
4116,0.5,50.0,-0.0347,-0.0063,-0.0063,-0.0296
4117,0.5,50.0,0.6622,-0.0994,-0.0994,0.6305
4118,0.5,50.0,0.3321,0.0534,0.0534,0.016
4119,0.5,50.0,0.2786,-0.0064,-0.0064,0.1682
4120,0.5,50.0,0.2073,0.0086,0.0086,-0.1848
4121,0.5,50.0,0.5833,-0.0303,-0.0303,0.2869
4122,0.5,50.0,0.3852,0.2092,0.2092,0.3542
4123,0.5,50.0,0.241,-0.2493,-0.2493,0.1037
4124,0.5,50.0,0.0552,-0.077,-0.077,-0.2019
4125,0.5,50.0,0.6866,0.1269,0.1269,0.3781
4126,0.5,50.0,0.0321,0.2036,0.2036,0.2935
4127,0.5,50.0,0.1926,-0.2093,-0.2093,0.5874
4128,0.5,50.0,0.1182,0.0,0.0,0.1181
4129,0.5,50.0,0.3518,0.0152,0.0152,0.3845
4130,0.5,50.0,0.5374,0.3648,0.3648,0.109
4131,0.5,50.0,0.4723,-0.3332,-0.3332,-0.0835
4132,0.5,50.0,-0.1365,0.0026,0.0026,-0.0724
4133,0.5,50.0,0.5641,-0.0058,-0.0058,0.6075
4134,0.5,50.0,0.2199,0.0769,0.0769,0.226
4135,0.5,50.0,0.2714,-0.0964,-0.0964,0.3119
4136,0.5,50.0,0.0318,0.1083,0.1083,0.1041
4137,0.5,50.0,0.4887,-0.1849,-0.1849,0.5338
4138,0.5,50.0,0.0679,0.0974,0.0974,0.5428
4139,0.5,50.0,-0.0511,-0.026,-0.026,0.2901
4140,0.5,50.0,-0.0615,-0.143,-0.143,0.1414
4141,0.5,50.0,0.4992,0.0846,0.0846,0.5733
4142,0.5,50.0,0.4088,0.2135,0.2135,-0.1142
4143,0.5,50.0,0.5131,-0.1144,-0.1144,0.0323
4144,0.5,50.0,-0.0921,0.1338,0.1338,-0.0947
4145,0.5,50.0,0.496,-0.0219,-0.0219,0.4855
4146,0.5,50.0,0.6678,0.0138,0.0138,0.2409
4147,0.5,50.0,0.4689,-0.0881,-0.0881,-0.1492
4148,0.5,50.0,0.0135,-0.0229,-0.0229,-0.0115
4149,0.5,50.0,0.4718,0.0988,0.0988,0.2956
4150,0.5,50.0,0.0215,0.0927,0.0927,0.3205
4151,0.5,50.0,0.2271,-0.1996,-0.1996,0.6378
4152,0.5,50.0,0.1909,0.0126,0.0126,0.2246
4153,0.5,50.0,0.2861,-0.0314,-0.0314,0.4041
4154,0.5,50.0,0.0059,0.3141,0.3141,0.4449
4155,0.5,50.0,0.0974,-0.3042,-0.3042,0.37
4156,0.5,50.0,-0.2095,-0.0237,-0.0237,-0.0784
4157,0.5,50.0,0.6654,0.004,0.004,0.7066
4158,0.5,50.0,0.2942,0.1548,0.1548,0.1929
4159,0.5,50.0,0.2175,-0.1169,-0.1169,0.1881
4160,0.5,50.0,0.1137,-0.0317,-0.0317,0.1299
4161,0.5,50.0,0.3979,0.02,0.02,0.4016
4162,0.5,50.0,0.7068,0.0917,0.0917,-0.1154
4163,0.5,50.0,0.5991,-0.0101,-0.0101,-0.2099
4164,0.5,50.0,-0.1063,0.0004,0.0004,-0.1055
4165,0.5,50.0,0.6046,-0.0151,-0.0151,0.6248
4166,0.5,50.0,0.1314,0.05,0.05,0.2483
4167,0.5,50.0,0.2349,-0.0315,-0.0315,0.3445
4168,0.5,50.0,-0.1832,0.0673,0.0673,0.1351
4169,0.5,50.0,0.3759,-0.0548,-0.0548,0.5256
4170,0.5,50.0,0.2994,0.143,0.143,0.4394
4171,0.5,50.0,0.0685,-0.1839,-0.1839,0.3625
4172,0.5,50.0,-0.164,-0.0121,-0.0121,0.0566
4173,0.5,50.0,0.2919,0.0612,0.0612,0.6475
4174,0.5,50.0,0.2503,0.2419,0.2419,0.1699
4175,0.5,50.0,0.4817,-0.3037,-0.3037,0.2426
4176,0.5,50.0,0.008,0.0082,0.0082,-0.0109
4177,0.5,50.0,0.715,-0.0566,-0.0566,0.5125
4178,0.5,50.0,0.5476,0.2205,0.2205,0.108
4179,0.5,50.0,0.1646,-0.1681,-0.1681,-0.037
4180,0.5,50.0,0.2438,-0.0336,-0.0336,-0.0545
4181,0.5,50.0,0.5495,0.0009,0.0009,0.4761
4182,0.5,50.0,-0.0309,0.257,0.257,0.1223
4183,0.5,50.0,0.3341,-0.1634,-0.1634,0.352
4184,0.5,50.0,0.132,0.0529,0.0529,0.1512
4185,0.5,50.0,0.3127,-0.0019,-0.0019,0.3142
4186,0.5,50.0,-0.0666,0.0437,0.0437,0.5723
4187,0.5,50.0,-0.0497,-0.1093,-0.1093,0.6417
4188,0.5,50.0,-0.2225,-0.0339,-0.0339,-0.1875
4189,0.5,50.0,0.6092,0.0629,0.0629,0.705
4190,0.5,50.0,0.3677,0.0423,0.0423,0.1856
4191,0.5,50.0,0.394,-0.086,-0.086,0.1405
4192,0.5,50.0,-0.0804,0.1139,0.1139,0.0268
4193,0.5,50.0,0.4438,-0.0931,-0.0931,0.569
4194,0.5,50.0,0.1598,0.134,0.134,0.6871
4195,0.5,50.0,-0.1622,-0.1918,-0.1918,0.3331
4196,0.5,50.0,-0.0011,-0.0951,-0.0951,0.0263
4197,0.5,50.0,0.4446,0.1078,0.1078,0.5108
4198,0.5,50.0,0.2932,0.0352,0.0352,-0.1082
4199,0.5,50.0,0.6312,-0.0774,-0.0774,0.2269
4200,0.5,50.0,0.1629,-0.0052,-0.0052,0.1983
4201,0.5,50.0,0.4542,-0.0037,-0.0037,0.329
4202,0.5,50.0,0.247,0.3616,0.3616,0.0788
4203,0.5,50.0,0.2576,-0.2942,-0.2942,0.2485
4204,0.5,50.0,-0.0688,-0.0322,-0.0322,-0.1342
4205,0.5,50.0,0.6605,-0.0158,-0.0158,0.7123
4206,0.5,50.0,0.1125,0.1662,0.1662,0.4054
4207,0.5,50.0,0.0991,-0.1238,-0.1238,0.2363
4208,0.5,50.0,0.0121,0.0034,0.0034,0.0516
4209,0.5,50.0,0.4356,0.0307,0.0307,0.2781
4210,0.5,50.0,0.2916,0.3434,0.3434,0.3622
4211,0.5,50.0,0.1267,-0.4349,-0.4349,0.4344
4212,0.5,50.0,-0.0184,0.0543,0.0543,-0.2364
4213,0.5,50.0,0.5242,-0.004,-0.004,0.5141
4214,0.5,50.0,0.3269,0.0711,0.0711,0.2676
4215,0.5,50.0,0.4223,-0.1452,-0.1452,0.208
4216,0.5,50.0,0.182,0.126,0.126,-0.0311
4217,0.5,50.0,0.5777,-0.1885,-0.1885,0.3592
4218,0.5,50.0,0.5406,0.1846,0.1846,0.1396
4219,0.5,50.0,0.3058,-0.127,-0.127,-0.0817
4220,0.5,50.0,0.0231,-0.1753,-0.1753,-0.0526
4221,0.5,50.0,0.5681,0.1391,0.1391,0.5589
4222,0.5,50.0,-0.1679,0.0775,0.0775,0.4239
4223,0.5,50.0,0.0738,-0.0226,-0.0226,0.5802
4224,0.5,50.0,0.0598,0.0118,0.0118,0.0665
4225,0.5,50.0,0.3694,0.0688,0.0688,0.3599
4226,0.5,50.0,-0.0305,0.0895,0.0895,0.6845
4227,0.5,50.0,-0.1885,-0.0006,-0.0006,0.7027
4228,0.5,50.0,-0.134,0.0259,0.0259,-0.1833
4229,0.5,50.0,0.5522,0.0342,0.0342,0.5954
4230,0.5,50.0,0.2514,0.0148,0.0148,0.2183
4231,0.5,50.0,0.4284,-0.0486,-0.0486,0.2486
4232,0.5,50.0,0.1285,0.0485,0.0485,-0.0868
4233,0.5,50.0,0.6079,-0.0751,-0.0751,0.3912
4234,0.5,50.0,0.4063,0.1725,0.1725,0.227
4235,0.5,50.0,0.2815,-0.1409,-0.1409,0.0675
4236,0.5,50.0,0.1398,-0.022,-0.022,-0.1848
4237,0.5,50.0,0.6723,0.0446,0.0446,0.392
4238,0.5,50.0,0.0967,0.2851,0.2851,0.2062
4239,0.5,50.0,0.2316,-0.2607,-0.2607,0.4223
4240,0.5,50.0,-0.1387,0.0604,0.0604,0.007
4241,0.5,50.0,0.486,-0.0213,-0.0213,0.558
4242,0.5,50.0,0.255,0.1689,0.1689,0.5764
4243,0.5,50.0,-0.0147,-0.2314,-0.2314,0.2791
4244,0.5,50.0,-0.0432,-0.0127,-0.0127,0.0841
4245,0.5,50.0,0.3259,0.005,0.005,0.5357
4246,0.5,50.0,0.1848,0.1967,0.1967,0.0785
4247,0.5,50.0,0.4333,-0.2546,-0.2546,0.3933
4248,0.5,50.0,0.2259,-0.0105,-0.0105,0.2292
4249,0.5,50.0,0.4189,-0.087,-0.087,0.3484
4250,0.5,50.0,0.5863,0.0454,0.0454,-0.2293
4251,0.5,50.0,0.4922,-0.0954,-0.0954,-0.0643
4252,0.5,50.0,-0.0661,-0.1045,-0.1045,-0.168
4253,0.5,50.0,0.726,0.0008,0.0008,0.7248
4254,0.5,50.0,0.0449,0.0728,0.0728,0.3794
4255,0.5,50.0,0.1112,-0.0459,-0.0459,0.2398
4256,0.5,50.0,0.0631,0.0759,0.0759,-0.0037
4257,0.5,50.0,0.6376,-0.1331,-0.1331,0.4495
4258,0.5,50.0,0.7065,0.1509,0.1509,0.074
4259,0.5,50.0,0.2374,-0.1731,-0.1731,-0.1879
4260,0.5,50.0,0.0787,-0.1284,-0.1284,0.0479
4261,0.5,50.0,0.5373,0.0495,0.0495,0.5041
4262,0.5,50.0,-0.2118,0.0388,0.0388,0.3032
4263,0.5,50.0,0.2163,-0.0683,-0.0683,0.5479
4264,0.5,50.0,0.0968,0.0098,0.0098,0.1706
4265,0.5,50.0,0.3193,-0.0021,-0.0021,0.3702
4266,0.5,50.0,0.1447,0.3311,0.3311,0.2826
4267,0.5,50.0,0.2815,-0.3545,-0.3545,0.3106
4268,0.5,50.0,-0.1283,0.006,0.006,-0.1411
4269,0.5,50.0,0.6185,0.0048,0.0048,0.6332
4270,0.5,50.0,0.4302,0.137,0.137,0.201
4271,0.5,50.0,0.302,-0.166,-0.166,0.1077
4272,0.5,50.0,0.0356,-0.0123,-0.0123,0.161
4273,0.5,50.0,0.4353,0.0041,0.0041,0.4581
4274,0.5,50.0,0.2941,0.4179,0.4179,0.1879
4275,0.5,50.0,0.3284,-0.3624,-0.3624,0.0921
4276,0.5,50.0,-0.0795,0.015,0.015,-0.0231
4277,0.5,50.0,0.5408,-0.0437,-0.0437,0.6575
4278,0.5,50.0,0.1564,0.1273,0.1273,0.2701
4279,0.5,50.0,0.1931,-0.0709,-0.0709,0.2926
4280,0.5,50.0,-0.1596,0.1701,0.1701,0.1427
4281,0.5,50.0,0.3365,-0.1088,-0.1088,0.4557
4282,0.5,50.0,0.285,0.1272,0.1272,0.5474
4283,0.5,50.0,-0.0608,-0.1575,-0.1575,0.4452
4284,0.5,50.0,-0.1248,-0.1003,-0.1003,-0.0764
4285,0.5,50.0,0.4913,0.2193,0.2193,0.495
4286,0.5,50.0,0.4077,0.0612,0.0612,-0.0189
4287,0.5,50.0,0.7427,-0.0206,-0.0206,0.0911
4288,0.5,50.0,0.0715,0.0467,0.0467,-0.1959
4289,0.5,50.0,0.552,-0.0072,-0.0072,0.414
4290,0.5,50.0,0.5479,0.2351,0.2351,0.3605
4291,0.5,50.0,0.1746,-0.3328,-0.3328,0.0671
4292,0.5,50.0,0.0224,-0.0382,-0.0382,-0.083
4293,0.5,50.0,0.5901,0.0583,0.0583,0.318
4294,0.5,50.0,0.004,0.1319,0.1319,0.2128
4295,0.5,50.0,0.3653,-0.2147,-0.2147,0.5778
4296,0.5,50.0,0.1343,0.0046,0.0046,0.1403
4297,0.5,50.0,0.3576,-0.0205,-0.0205,0.3952
4298,0.5,50.0,-0.1061,0.1662,0.1662,0.4787
4299,0.5,50.0,0.0497,-0.2125,-0.2125,0.5428
4300,0.5,50.0,-0.1384,-0.0226,-0.0226,-0.134
4301,0.5,50.0,0.6517,0.0127,0.0127,0.658
4302,0.5,50.0,0.461,0.0052,0.0052,0.1042
4303,0.5,50.0,0.3561,-0.0335,-0.0335,0.0495
4304,0.5,50.0,0.0132,-0.0247,-0.0247,0.0512
4305,0.5,50.0,0.38,0.0685,0.0685,0.4501
4306,0.5,50.0,0.5659,0.2037,0.2037,-0.0292
4307,0.5,50.0,0.6457,-0.1712,-0.1712,-0.1005
4308,0.5,50.0,-0.1344,0.0595,0.0595,-0.0901
4309,0.5,50.0,0.5675,-0.0144,-0.0144,0.5729
4310,0.5,50.0,0.1727,0.0229,0.0229,0.3198
4311,0.5,50.0,0.1865,-0.0171,-0.0171,0.4282
4312,0.5,50.0,-0.0229,0.0021,0.0021,0.1899
4313,0.5,50.0,0.3071,-0.0489,-0.0489,0.7312
4314,0.5,50.0,0.2755,0.2798,0.2798,0.3039
4315,0.5,50.0,0.046,-0.1652,-0.1652,0.1462
4316,0.5,50.0,-0.2071,-0.1132,-0.1132,0.1932
4317,0.5,50.0,0.5288,0.0808,0.0808,0.7158
4318,0.5,50.0,0.2319,0.2687,0.2687,-0.0937
4319,0.5,50.0,0.4707,-0.1449,-0.1449,0.1842
4320,0.5,50.0,0.1988,-0.0255,-0.0255,0.1157
4321,0.5,50.0,0.4067,-0.0158,-0.0158,0.4389
4322,0.5,50.0,0.0389,0.4055,0.4055,0.4901
4323,0.5,50.0,-0.0922,-0.2863,-0.2863,0.4108
4324,0.5,50.0,-0.0936,-0.0017,-0.0017,-0.033
