,dU11,dU12,dU21,dU22,vol_req,seed
3107,-0.0973,0.0729,0.0729,-0.3745,0.3112,31.0
3108,0.2164,-0.0677,-0.0677,0.2913,0.3584,36.0
3109,-0.0624,0.2194,0.2194,0.4949,0.0655,7.0
3110,0.7706,-0.0238,-0.0238,0.9556,0.458,46.0
3111,-0.1831,-0.1237,-0.1237,-0.2169,0.19,19.0
3112,-0.4805,-0.1003,-0.1003,0.6132,0.0818,8.0
3113,0.0079,0.5166,0.5166,0.2363,0.3693,37.0
3114,0.5394,-0.0752,-0.0752,0.6498,0.2001,20.0
3115,0.2147,-0.0176,-0.0176,0.1573,0.4769,48.0
3116,0.6075,-0.3667,-0.3667,0.2749,0.4036,40.0
3117,0.3693,0.1473,0.1473,0.058,0.2444,24.0
3118,0.3675,0.1077,0.1077,0.8896,0.3002,30.0
3119,-0.249,0.0629,0.0629,-0.2499,0.1236,12.0
3120,0.2427,-0.2623,-0.2623,0.051,0.4464,45.0
3121,0.9703,0.0294,0.0294,-0.2275,0.1744,17.0
3122,0.857,-0.1012,-0.1012,0.398,0.3419,34.0
3123,-0.0203,-0.0235,-0.0235,0.0252,0.053,5.0
3124,0.1387,-0.1594,-0.1594,0.604,0.1524,15.0
3125,0.2424,0.1086,0.1086,0.3858,0.3277,33.0
3126,0.6443,0.0861,0.0861,0.6152,0.2701,27.0
3127,-0.4903,0.0057,0.0057,-0.442,0.4342,43.0
3128,0.1034,-0.6312,-0.6312,0.4709,0.2877,29.0
3129,-0.0823,0.0424,0.0424,0.7376,0.1072,11.0
3130,0.5855,0.0832,0.0832,0.2939,0.388,39.0
3131,-0.117,0.1602,0.1602,0.1281,0.2327,23.0
3132,0.4382,-0.188,-0.188,0.0174,0.2117,21.0
3133,0.1238,0.2899,0.2899,-0.1515,0.4925,49.0
3134,0.8112,0.0402,0.0402,0.8174,0.0983,10.0
3135,-0.2873,-0.063,-0.063,0.1054,0.3819,38.0
3136,0.4503,-0.6224,-0.6224,0.2146,0.1124,11.0
3137,0.8286,0.0896,0.0896,-0.0553,0.2824,28.0
3138,0.3356,-0.0071,-0.0071,0.3158,0.2274,23.0
3139,-0.057,0.0398,0.0398,-0.1061,0.3933,39.0
3140,0.2358,-0.0455,-0.0455,0.4329,0.4872,49.0
3141,-0.2368,0.3767,0.3767,0.4495,0.217,22.0
3142,0.7337,-0.0133,-0.0133,0.744,0.3871,39.0
3143,0.0959,-0.004,-0.004,-0.3751,0.093,9.0
3144,-0.0655,-0.4016,-0.4016,-0.0195,0.1726,17.0
3145,-0.2671,0.1669,0.1669,0.6716,0.4481,45.0
3146,0.5002,-0.1324,-0.1324,0.8075,0.0548,5.0
3147,0.0407,0.042,0.042,0.0836,0.3401,34.0
3148,0.6318,-0.165,-0.165,0.0302,0.3294,33.0
3149,0.3512,0.0702,0.0702,0.2369,0.1507,15.0
3150,0.7371,0.1671,0.1671,0.8276,0.4324,43.0
3151,-0.139,0.0191,0.0191,-0.4211,0.2718,27.0
3152,0.5358,-0.1016,-0.1016,-0.1687,0.3711,37.0
3153,0.306,0.6992,0.6992,0.1411,0.08,8.0
3154,0.6019,-0.1028,-0.1028,0.4797,0.4751,48.0
3155,0.0364,-0.0528,-0.0528,0.176,0.2019,20.0
3156,0.2598,-0.2769,-0.2769,0.7448,0.2426,24.0
3157,0.0497,0.1051,0.1051,0.4686,0.4054,41.0
3158,0.6662,0.0119,0.0119,0.4194,0.1254,13.0
3159,-0.3242,-0.1176,-0.1176,-0.3979,0.2985,30.0
3160,-0.2851,-0.1961,-0.1961,0.7514,0.4172,42.0
3161,0.4502,0.3262,0.3262,0.4665,0.2598,26.0
3162,0.5516,0.0194,0.0194,0.5354,0.3165,32.0
3163,-0.2504,0.1668,0.1668,0.0886,0.1346,13.0
3164,0.181,-0.1468,-0.1468,-0.0205,0.0708,7.0
3165,0.2193,0.1266,0.1266,-0.1757,0.3531,35.0
3166,0.9316,-0.0021,-0.0021,0.9037,0.1847,18.0
3167,-0.1943,-0.0741,-0.0741,-0.1588,0.4633,46.0
3168,-0.1477,-0.1867,-0.1867,0.2321,0.2946,29.0
3169,0.1562,0.4787,0.4787,0.556,0.1284,13.0
3170,0.6189,-0.3532,-0.3532,0.6371,0.4092,41.0
3171,-0.0531,-0.0115,-0.0115,-0.114,0.2397,24.0
3172,0.5264,-0.2675,-0.2675,0.3978,0.1908,19.0
3173,0.5319,0.034,0.034,0.0844,0.4853,49.0
3174,0.499,0.0885,0.0885,0.7756,0.0912,9.0
3175,-0.3444,0.0125,0.0125,-0.3617,0.3608,36.0
3176,0.6915,-0.3856,-0.3856,-0.3262,0.4673,47.0
3177,0.4759,0.285,0.285,0.1375,0.1816,18.0
3178,0.432,0.0711,0.0711,0.4486,0.349,35.0
3179,0.1079,0.0561,0.0561,-0.2801,0.074,7.0
3180,0.242,-0.263,-0.263,0.4064,0.1456,15.0
3181,-0.4292,0.0396,0.0396,0.3892,0.3064,31.0
3182,0.932,0.0525,0.0525,0.7232,0.2489,25.0
3183,0.168,-0.1671,-0.1671,-0.1241,0.4272,43.0
3184,0.0505,-0.3546,-0.3546,0.4138,0.1028,10.0
3185,0.2595,0.2687,0.2687,0.8844,0.3764,38.0
3186,0.372,-0.0332,-0.0332,0.5594,0.2073,21.0
3187,-0.2439,0.2361,0.2361,-0.2166,0.4978,50.0
3188,0.4019,-0.0216,-0.0216,0.0807,0.3966,40.0
3189,0.2104,0.354,0.354,0.0182,0.2232,22.0
3190,0.8611,-0.0843,-0.0843,0.7236,0.279,28.0
3191,-0.398,-0.1169,-0.1169,0.0293,0.1168,12.0
3192,0.2757,-0.3792,-0.3792,-0.1921,0.2615,26.0
3193,0.6499,0.3228,0.3228,-0.2557,0.4436,44.0
3194,0.7947,-0.0199,-0.0199,0.5995,0.1611,16.0
3195,0.2015,0.0514,0.0514,0.1821,0.3181,32.0
3196,-0.0648,-0.0088,-0.0088,0.9217,0.3373,34.0
3197,0.0361,0.2109,0.2109,0.1988,0.0584,6.0
3198,0.7346,0.1946,0.1946,0.3805,0.4508,45.0
3199,-0.1772,-0.0236,-0.0236,-0.279,0.1691,17.0
3200,-0.2789,-0.0367,-0.0367,0.6937,0.4938,49.0
3201,0.43,0.2822,0.2822,0.6115,0.2114,21.0
3202,0.3814,-0.1057,-0.1057,0.5705,0.3788,38.0
3203,-0.3968,0.0768,0.0768,-0.0723,0.1005,10.0
3204,0.3244,-0.0454,-0.0454,0.2724,0.1191,12.0
3205,0.5026,0.2734,0.2734,-0.2126,0.2767,28.0
3206,0.8348,-0.0128,-0.0128,0.7467,0.2192,22.0
3207,-0.2208,-0.1942,-0.1942,-0.1802,0.4007,40.0
3208,0.4518,-0.0735,-0.0735,-0.4123,0.3211,32.0
3209,0.2643,0.517,0.517,0.0213,0.1582,16.0
3210,0.6951,-0.1149,-0.1149,0.5378,0.4389,44.0
3211,0.0841,-0.0043,-0.0043,0.0971,0.2662,27.0
3212,0.2977,-0.434,-0.434,0.6795,0.1643,16.0
3213,-0.0076,0.1482,0.1482,0.2983,0.4555,46.0
3214,0.962,0.113,0.113,0.3437,0.0614,6.0
3215,-0.1528,-0.0106,-0.0106,-0.1538,0.3344,33.0
3216,-0.0579,-0.2176,-0.2176,0.1221,0.2352,24.0
3217,-0.2037,0.0038,0.0038,0.9483,0.4137,41.0
3218,0.4254,-0.1138,-0.1138,0.9274,0.1312,13.0
3219,-0.0617,0.0434,0.0434,0.0207,0.2918,29.0
3220,0.7034,-0.1929,-0.1929,0.1766,0.3636,36.0
3221,0.418,0.1715,0.1715,0.2069,0.0884,9.0
3222,0.5682,0.0648,0.0648,0.592,0.4808,48.0
3223,-0.4624,-0.0147,-0.0147,-0.3288,0.1953,20.0
3224,0.4142,-0.5916,-0.5916,0.112,0.0766,8.0
3225,0.8072,0.053,0.053,0.0315,0.3464,35.0
3226,0.4398,0.0254,0.0254,0.5314,0.1773,18.0
3227,0.1054,0.1599,0.1599,-0.1459,0.4716,47.0
3228,-0.0488,-0.2094,-0.2094,0.4602,0.4229,42.0
3229,-0.2874,0.3446,0.3446,0.0747,0.2532,25.0
3230,0.7747,0.1094,0.1094,0.7605,0.309,31.0
3231,0.1804,-0.066,-0.066,-0.2154,0.1431,14.0
3232,0.4223,-0.3237,-0.3237,-0.0872,0.1991,20.0
3233,0.8115,0.3258,0.3258,-0.3671,0.4779,48.0
3234,0.6994,-0.0301,-0.0301,0.2564,0.0845,8.0
3235,0.0287,-0.1599,-0.1599,0.1107,0.3666,37.0
3236,0.1833,-0.1047,-0.1047,0.8124,0.303,30.0
3237,0.2505,0.2849,0.2849,0.2881,0.1209,12.0
3238,0.6763,0.1731,0.1731,0.4941,0.4026,40.0
3239,-0.2728,-0.016,-0.016,-0.3118,0.2454,25.0
3240,-0.2941,-0.4374,-0.4374,0.5347,0.1389,14.0
3241,0.0943,0.1234,0.1234,0.6376,0.3122,31.0
3242,0.4852,0.0001,0.0001,0.4698,0.2573,26.0
3243,-0.2127,0.2373,0.2373,-0.0166,0.4197,42.0
3244,0.3076,-0.0311,-0.0311,0.026,0.4607,46.0
3245,0.1809,0.2841,0.2841,0.0767,0.1873,19.0
3246,0.9776,-0.0332,-0.0332,0.9369,0.3574,36.0
3247,-0.1601,-0.0407,-0.0407,-0.0492,0.0665,7.0
3248,0.8257,-0.2916,-0.2916,-0.058,0.391,39.0
3249,0.7289,0.4456,0.4456,0.1178,0.2297,23.0
3250,0.3171,0.0552,0.0552,0.3432,0.2865,29.0
3251,-0.0153,0.0149,0.0149,-0.1915,0.1084,11.0
3252,0.2936,-0.2036,-0.2036,0.3133,0.0971,10.0
3253,-0.3145,0.1369,0.1369,0.4361,0.3831,38.0
3254,0.7182,-0.0354,-0.0354,0.7915,0.2147,21.0
3255,-0.0295,-0.2732,-0.2732,-0.2704,0.4896,49.0
3256,-0.34,-0.1667,-0.1667,0.3633,0.3448,34.0
3257,-0.091,0.3661,0.3661,0.5626,0.05,5.0
3258,0.7148,-0.1249,-0.1249,0.7948,0.4452,45.0
3259,0.0445,0.0066,0.0066,0.2173,0.1756,18.0
3260,0.3385,-0.3397,-0.3397,0.2681,0.2689,27.0
3261,0.3145,0.02,0.02,0.177,0.4354,44.0
3262,0.597,0.0848,0.0848,0.8185,0.1554,16.0
3263,-0.3489,0.0665,0.0665,-0.4248,0.3247,32.0
3264,0.2863,-0.2247,-0.2247,-0.2066,0.0553,6.0
3265,0.5223,0.5136,0.5136,0.0475,0.3396,34.0
3266,0.5602,-0.2582,-0.2582,0.5511,0.1703,17.0
3267,-0.0445,-0.0028,-0.0028,-0.0299,0.4504,45.0
3268,0.4134,-0.249,-0.249,0.5141,0.4301,43.0
3269,0.2515,0.0331,0.0331,0.6024,0.2741,27.0
3270,0.7217,0.0359,0.0359,0.6053,0.33,33.0
3271,-0.4222,0.0311,0.0311,-0.378,0.1501,15.0
3272,-0.2727,-0.447,-0.447,0.8267,0.228,23.0
3273,0.1518,0.3295,0.3295,0.5125,0.3927,39.0
3274,0.3803,0.0692,0.0692,0.3615,0.1101,11.0
3275,-0.1624,0.0339,0.0339,0.0887,0.2847,28.0
3276,0.3135,-0.2369,-0.2369,0.1449,0.3848,38.0
3277,0.3678,0.0209,0.0209,-0.3635,0.0953,10.0
3278,0.7459,0.0537,0.0537,0.9557,0.4878,49.0
3279,-0.0949,-0.0775,-0.0775,0.0388,0.2165,22.0
3280,0.5191,-0.4378,-0.4378,0.0797,0.314,31.0
3281,0.818,0.2566,0.2566,0.2316,0.1371,14.0
3282,0.4903,-0.0081,-0.0081,0.4385,0.418,42.0
3283,-0.1432,0.1894,0.1894,-0.1793,0.259,26.0
3284,0.1508,-0.0082,-0.0082,0.2897,0.1855,19.0
3285,0.0673,0.3282,0.3282,0.257,0.4625,46.0
3286,0.7129,-0.1076,-0.1076,0.8758,0.0682,7.0
3287,-0.132,-0.1005,-0.1005,-0.4698,0.3556,36.0
3288,-0.129,-0.3754,-0.3754,0.3528,0.4726,47.0
3289,-0.3616,0.3535,0.3535,0.6675,0.2044,20.0
3290,0.5756,-0.007,-0.007,0.6344,0.3719,37.0
3291,0.1695,0.003,0.003,0.1705,0.0792,8.0
3292,0.8964,-0.0123,-0.0123,-0.0873,0.1261,13.0
3293,0.2012,0.1031,0.1031,0.1233,0.2977,30.0
3294,0.4822,0.171,0.171,0.8186,0.2401,24.0
3295,-0.2595,-0.0023,-0.0023,-0.2483,0.4079,41.0
3296,0.2289,-0.5356,-0.5356,0.3918,0.3517,35.0
3297,0.0197,0.0998,0.0998,0.8499,0.0713,7.0
3298,0.2975,-0.0216,-0.0216,0.3602,0.4663,47.0
3299,-0.2486,0.0781,0.0781,-0.1485,0.1826,18.0
3300,0.5867,-0.0768,-0.0768,0.2185,0.2479,25.0
3301,0.3993,0.3467,0.3467,-0.2815,0.4282,43.0
3302,0.716,0.054,0.054,0.7568,0.1483,15.0
3303,-0.3509,-0.0072,-0.0072,0.2105,0.3037,30.0
3304,-0.0291,-0.3995,-0.3995,-0.1061,0.4119,41.0
3305,0.6134,0.1141,0.1141,-0.1184,0.2369,24.0
3306,0.9177,-0.1485,-0.1485,0.5778,0.2936,29.0
3307,0.0792,0.0858,0.0858,-0.0071,0.1294,13.0
3308,0.1071,-0.1753,-0.1753,0.6974,0.0902,9.0
3309,0.1542,0.1257,0.1257,0.3448,0.3618,36.0
3310,0.7566,0.2325,0.2325,0.6218,0.1935,19.0
3311,-0.3951,0.011,0.011,-0.2079,0.4826,48.0
3312,-0.1469,-0.0902,-0.0902,0.518,0.1599,16.0
3313,0.2539,0.65,0.65,0.4288,0.3193,32.0
3314,0.4627,-0.1899,-0.1899,0.6704,0.2644,26.0
3315,0.1101,-0.0406,-0.0406,0.0104,0.4407,44.0
3316,0.7844,-0.3307,-0.3307,0.2148,0.4538,45.0
3317,0.4397,0.1286,0.1286,-0.0618,0.1661,17.0
3318,0.2512,0.0128,0.0128,0.6905,0.3361,34.0
3319,-0.3489,-0.0932,-0.0932,-0.2828,0.0596,6.0
3320,0.6319,-0.1908,-0.1908,-0.3549,0.2061,21.0
3321,0.4845,0.281,0.281,0.4742,0.499,50.0
3322,0.5576,0.0189,0.0189,0.5752,0.1058,11.0
3323,0.1348,0.2408,0.2408,-0.3945,0.3735,37.0
3324,0.0295,-0.2029,-0.2029,0.3189,0.282,28.0
3325,-0.1891,0.1464,0.1464,0.2859,0.1138,11.0
3326,0.8341,-0.0027,-0.0027,0.863,0.3954,40.0
3327,-0.0988,-0.1455,-0.1455,-0.1579,0.2245,22.0
3328,0.845,-0.1346,-0.1346,-0.2577,0.3045,30.0
3329,0.4882,0.4021,0.4021,0.3591,0.1475,15.0
3330,0.4017,-0.0388,-0.0388,0.3514,0.4292,43.0
3331,-0.0922,0.0452,0.0452,-0.2217,0.2469,25.0
3332,0.2772,-0.1115,-0.1115,0.5002,0.1835,18.0
3333,-0.4405,0.2075,0.2075,0.5423,0.4653,47.0
3334,0.7634,0.0015,0.0015,0.6698,0.072,7.0
3335,0.0109,-0.2779,-0.2779,-0.2024,0.351,35.0
3336,-0.403,-0.098,-0.098,0.2399,0.4834,48.0
3337,0.1981,0.4524,0.4524,0.2808,0.1928,19.0
3338,0.6,-0.2123,-0.2123,0.809,0.3629,36.0
3339,-0.0728,0.0519,0.0519,0.0468,0.0891,9.0
3340,0.6209,-0.3141,-0.3141,0.1503,0.1303,13.0
3341,0.3373,0.0578,0.0578,0.1393,0.2927,29.0
3342,0.528,0.0263,0.0263,0.9928,0.2377,24.0
3343,-0.2147,0.0775,0.0775,-0.2581,0.4112,41.0
3344,0.1589,-0.3249,-0.3249,0.0759,0.0604,6.0
3345,0.9118,0.1713,0.1713,-0.377,0.3354,34.0
3346,0.7075,-0.1065,-0.1065,0.4417,0.167,17.0
3347,0.0684,-0.0108,-0.0108,0.0801,0.4529,45.0
3348,0.1745,-0.1906,-0.1906,0.9289,0.4418,44.0
3349,0.0474,0.2212,0.2212,0.4226,0.2634,26.0
3350,0.5302,0.1377,0.1377,0.4337,0.3201,32.0
3351,-0.1325,-0.0082,-0.0082,-0.4657,0.1591,16.0
3352,0.1561,-0.5152,-0.5152,0.1783,0.2251,23.0
3353,0.233,0.1064,0.1064,0.7709,0.3947,39.0
3354,0.5555,-0.0202,-0.0202,0.5995,0.1147,11.0
3355,-0.2467,0.2834,0.2834,0.0205,0.281,28.0
3356,0.3262,-0.1236,-0.1236,-0.0673,0.3745,37.0
3357,0.1671,0.2354,0.2354,-0.1714,0.1047,10.0
3358,0.8549,0.0079,0.0079,0.8582,0.4999,50.0
3359,-0.2321,-0.0229,-0.0229,0.0034,0.2052,21.0
3360,-0.0698,-0.3047,-0.3047,0.218,0.1492,15.0
3361,-0.093,0.3841,0.3841,0.7436,0.331,33.0
3362,0.2915,-0.1155,-0.1155,0.8766,0.2734,27.0
3363,-0.0128,-0.0702,-0.0702,-0.0159,0.4308,43.0
3364,0.6288,-0.0439,-0.0439,0.1743,0.4496,45.0
3365,0.4134,0.2027,0.2027,0.3276,0.1712,17.0
3366,0.6023,0.0881,0.0881,0.7292,0.3386,34.0
3367,-0.3423,0.0386,0.0386,-0.4653,0.0563,6.0
3368,0.5524,-0.6238,-0.6238,-0.1228,0.2155,22.0
3369,0.5726,0.2384,0.2384,-0.0213,0.4887,49.0
3370,0.2902,0.0283,0.0283,0.5029,0.0946,9.0
3371,0.0036,0.1632,0.1632,-0.0378,0.3856,39.0
3372,0.0322,-0.0116,-0.0116,0.4947,0.2839,28.0
3373,-0.0867,0.3698,0.3698,0.1719,0.1109,11.0
3374,0.8956,0.047,0.047,0.816,0.3917,39.0
3375,0.1183,-0.0744,-0.0744,-0.1756,0.2291,23.0
3376,-0.0223,-0.2819,-0.2819,0.6286,0.3546,35.0
3377,0.3265,0.3974,0.3974,0.7187,0.0693,7.0
3378,0.422,-0.0555,-0.0555,0.4322,0.4617,46.0
3379,-0.3531,0.0488,0.0488,-0.0325,0.1863,19.0
3380,0.2248,-0.0975,-0.0975,0.1701,0.2583,26.0
3381,0.4359,0.034,0.034,-0.1685,0.4187,42.0
3382,0.966,-0.069,-0.069,0.7293,0.1362,14.0
3383,-0.3573,-0.1544,-0.1544,-0.1256,0.3149,31.0
3384,0.5038,-0.2734,-0.2734,-0.2788,0.4069,41.0
3385,0.4665,0.4928,0.4928,-0.1706,0.2411,24.0
3386,0.6671,-0.055,-0.055,0.6495,0.2969,30.0
3387,0.2131,-0.004,-0.004,0.2458,0.127,13.0
3388,0.2301,-0.4041,-0.4041,0.5395,0.0786,8.0
3389,-0.027,0.0055,0.0055,0.3002,0.3726,37.0
3390,0.8292,0.0914,0.0914,0.397,0.2034,20.0
3391,-0.2817,-0.0037,-0.0037,-0.2892,0.4736,47.0
3392,-0.2514,-0.2145,-0.2145,0.5146,0.2464,25.0
3393,-0.2147,0.5096,0.5096,0.5991,0.4016,40.0
3394,0.4418,-0.1574,-0.1574,0.524,0.1217,12.0
3395,0.178,-0.0158,-0.0158,-0.04,0.3022,30.0
3396,0.5769,-0.3316,-0.3316,0.5289,0.3673,37.0
3397,0.6054,0.0931,0.0931,0.0545,0.0838,8.0
3398,0.4371,0.1061,0.1061,0.691,0.4789,48.0
3399,-0.3481,-0.0538,-0.0538,-0.2909,0.1982,20.0
3400,0.7483,-0.2541,-0.2541,-0.3977,0.0676,7.0
3401,0.6184,0.2042,0.2042,0.2348,0.3563,36.0
3402,0.4882,-0.0208,-0.0208,0.4714,0.188,19.0
3403,0.1026,0.0004,0.0004,-0.3395,0.4599,46.0
3404,0.1047,-0.1455,-0.1455,0.157,0.4205,42.0
3405,-0.1858,0.0604,0.0604,0.3835,0.2565,26.0
3406,0.9566,0.0128,0.0128,0.9212,0.3131,31.0
3407,-0.1216,-0.0118,-0.0118,-0.1359,0.138,14.0
3408,0.0831,-0.4873,-0.4873,0.7391,0.4905,49.0
3409,0.0455,0.261,0.261,0.8434,0.2138,21.0
3410,0.4141,0.0082,0.0082,0.3125,0.3838,38.0
3411,-0.0849,0.0879,0.0879,-0.0446,0.0963,10.0
3412,0.4593,-0.056,-0.056,0.149,0.1092,11.0
3413,0.0732,0.4321,0.4321,0.0382,0.2857,29.0
3414,0.7029,-0.0272,-0.0272,0.6792,0.2308,23.0
3415,-0.4042,-0.1875,-0.1875,-0.0113,0.3899,39.0
3416,0.2706,-0.2599,-0.2599,-0.1991,0.3257,33.0
3417,0.7257,0.2278,0.2278,-0.2173,0.1545,15.0
3418,0.824,-0.0107,-0.0107,0.5582,0.4361,44.0
3419,0.1014,0.0857,0.0857,0.0448,0.2682,27.0
3420,-0.0757,-0.1143,-0.1143,0.6899,0.1764,18.0
3421,0.2425,0.0079,0.0079,0.2443,0.4443,44.0
3422,0.8201,0.1363,0.1363,0.6615,0.0511,5.0
3423,-0.4281,0.0616,0.0616,-0.2683,0.3438,34.0
3424,0.3526,-0.4208,-0.4208,0.0755,0.4,40.0
3425,0.879,0.0281,0.0281,0.1872,0.2199,22.0
3426,0.5203,-0.0551,-0.0551,0.2926,0.2757,28.0
3427,-0.1834,0.1404,0.1404,-0.4367,0.12,12.0
3428,0.2068,-0.078,-0.078,0.4088,0.0995,10.0
3429,-0.0306,0.3289,0.3289,0.3515,0.3798,38.0
3430,0.8376,-0.0331,-0.0331,0.8447,0.2105,21.0
3431,0.0252,-0.0542,-0.0542,-0.3366,0.4946,49.0
3432,-0.0809,-0.4776,-0.4776,0.1391,0.3336,33.0
3433,-0.3203,0.077,0.077,0.6369,0.0621,6.0
3434,0.5374,-0.0693,-0.0693,0.7494,0.4546,45.0
3435,0.1127,-0.0011,-0.0011,0.1112,0.1653,17.0
3436,0.8232,-0.3125,-0.3125,0.1674,0.2651,27.0
3437,0.2537,0.2201,0.2201,0.0619,0.44,44.0
3438,0.5925,0.3442,0.3442,0.621,0.1574,16.0
3439,-0.2063,-0.0003,-0.0003,-0.2044,0.3219,32.0
3440,0.323,-0.0006,-0.0006,-0.1609,0.1945,19.0
3441,0.6266,0.5225,0.5225,0.2047,0.4816,48.0
3442,0.8659,-0.2186,-0.2186,0.4559,0.0874,9.0
3443,0.008,0.0168,0.0168,-0.0677,0.3646,36.0
3444,0.2479,-0.2876,-0.2876,0.5956,0.2909,29.0
3445,0.1378,0.1094,0.1094,0.4387,0.1321,13.0
3446,0.6744,0.0227,0.0227,0.461,0.413,41.0
3447,-0.3989,-0.0189,-0.0189,-0.4056,0.2359,24.0
3448,-0.3924,-0.0886,-0.0886,0.8353,0.1422,14.0
3449,0.2765,0.3638,0.3638,0.467,0.3098,31.0
3450,0.5475,0.0929,0.0929,0.3989,0.2522,25.0
3451,-0.2677,0.1346,0.1346,0.214,0.4239,42.0
3452,0.4359,-0.2967,-0.2967,0.1202,0.4706,47.0
3453,0.2497,0.2412,0.2412,-0.3288,0.1782,18.0
3454,0.6931,0.0199,0.0199,0.811,0.3457,35.0
3455,-0.0451,-0.2498,-0.2498,-0.0087,0.0773,8.0
3456,0.1161,-0.2676,-0.2676,-0.1095,0.3599,36.0
3457,0.6773,0.3536,0.3536,-0.0307,0.0921,9.0
3458,0.9003,-0.1036,-0.1036,0.3598,0.4846,48.0
3459,-0.0862,0.0252,0.0252,-0.0879,0.1916,19.0
3460,0.2447,-0.0442,-0.0442,0.7953,0.2389,24.0
3461,0.3175,0.2221,0.2221,0.4261,0.41,41.0
3462,0.6941,0.1075,0.1075,0.5439,0.1274,13.0
3463,-0.3575,-0.0128,-0.0128,-0.397,0.2956,30.0
3464,-0.0953,-0.5746,-0.5746,0.5764,0.4262,43.0
3465,0.1221,0.1861,0.1861,0.6186,0.2499,25.0
3466,0.4826,0.0104,0.0104,0.4084,0.3057,31.0
3467,-0.1054,0.1622,0.1622,-0.0684,0.1463,15.0
3468,0.5602,-0.025,-0.025,0.0103,0.0732,7.0
3469,0.0684,0.3981,0.3981,-0.174,0.3498,35.0
3470,0.6878,0.1366,0.1366,0.9246,0.1806,18.0
3471,-0.1523,-0.0725,-0.0725,0.1422,0.4683,47.0
3472,0.602,-0.2934,-0.2934,-0.0893,0.1157,12.0
3473,0.7489,0.3135,0.3135,0.4315,0.28,28.0
3474,0.5008,-0.1015,-0.1015,0.4907,0.2224,22.0
3475,0.0322,0.0795,0.0795,-0.4211,0.3975,40.0
3476,0.2125,-0.1218,-0.1218,0.2772,0.4971,50.0
3477,-0.2812,0.0502,0.0502,0.5057,0.208,21.0
3478,0.652,-0.043,-0.043,0.8108,0.3755,38.0
3479,-0.1019,-0.1714,-0.1714,-0.3764,0.1038,10.0
3480,-0.2638,-0.2389,-0.2389,0.4013,0.168,17.0
3481,-0.0933,0.4962,0.4962,0.5302,0.4519,45.0
3482,0.6163,-0.1027,-0.1027,0.656,0.0576,6.0
3483,0.0852,0.0109,0.0109,0.1887,0.3381,34.0
3484,0.6312,-0.5097,-0.5097,0.2273,0.3174,32.0
3485,0.2776,0.0037,0.0037,-0.053,0.1619,16.0
3486,0.3305,0.1213,0.1213,0.8448,0.4428,44.0
3487,-0.2118,-0.0213,-0.0213,-0.1726,0.2624,26.0
3488,-0.237,-0.1222,-0.1222,0.9213,0.0938,9.0
3489,0.3075,0.4896,0.4896,0.4963,0.3863,39.0
3490,0.2593,0.0001,0.0001,0.2592,0.2181,22.0
3491,-0.1976,0.0312,0.0312,-0.1108,0.4862,49.0
3492,0.4633,-0.1333,-0.1333,0.2184,0.3942,39.0
3493,0.5191,0.1892,0.1892,-0.2816,0.2265,23.0
3494,0.7852,0.0,0.0,0.7876,0.2832,28.0
3495,-0.181,-0.2103,-0.2103,-0.0147,0.1117,11.0
3496,0.39,-0.149,-0.149,-0.4619,0.2727,27.0
3497,0.2377,0.4543,0.4543,0.1918,0.4316,43.0
3498,0.7628,-0.1672,-0.1672,0.5932,0.1517,15.0
3499,0.1237,0.0366,0.0366,0.0373,0.3284,33.0
3500,0.1374,-0.2535,-0.2535,0.5439,0.3411,34.0
3501,0.2082,0.0546,0.0546,0.4103,0.0538,5.0
3502,0.9233,0.0233,0.0233,0.5554,0.4488,45.0
3503,-0.3676,0.144,0.144,-0.2909,0.1719,17.0
3504,0.1932,-0.3737,-0.3737,0.2777,0.2992,30.0
3505,-0.3931,0.1867,0.1867,0.9326,0.1247,12.0
3506,0.411,-0.088,-0.088,0.6456,0.4063,41.0
3507,0.1545,-0.094,-0.094,0.0448,0.2417,24.0
3508,0.8174,-0.1658,-0.1658,0.145,0.2029,20.0
3509,0.3773,0.1679,0.1679,0.0866,0.4741,47.0
3510,0.4782,0.1626,0.1626,0.5769,0.0809,8.0
3511,-0.4415,-0.0065,-0.0065,-0.2999,0.3703,37.0
3512,0.2072,-0.5605,-0.5605,0.17,0.464,46.0
3513,0.7009,0.1122,0.1122,0.1144,0.184,18.0
3514,0.4642,0.0639,0.0639,0.5923,0.354,35.0
3515,0.0314,0.2887,0.2887,-0.2126,0.0699,7.0
3516,-0.0018,-0.1019,-0.1019,0.3131,0.1357,14.0
3517,-0.0342,0.1796,0.1796,0.2171,0.3154,32.0
3518,0.8897,-0.0628,-0.0628,0.9205,0.2606,26.0
3519,-0.0637,-0.0191,-0.0191,-0.3024,0.4164,42.0
3520,0.0649,-0.509,-0.509,0.4097,0.1893,19.0
3521,0.1215,0.0268,0.0268,0.8565,0.4587,46.0
3522,0.3163,-0.0488,-0.0488,0.4999,0.0646,6.0
3523,-0.2809,0.1073,0.1073,-0.1016,0.3593,36.0
3524,0.2623,-0.0203,-0.0203,0.2115,0.3102,31.0
3525,0.4033,0.3535,0.3535,0.0075,0.1409,14.0
3526,0.855,-0.1023,-0.1023,0.8254,0.4217,42.0
3527,-0.3628,-0.035,-0.035,-0.094,0.2553,26.0
3528,0.1506,-0.4772,-0.4772,-0.0518,0.1229,12.0
